Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Occupation,House Owner,Number of Cars Owned,Customer Type,Country,State
6911,"Nara, Dustin",4-26-1977,M,M,10000,0,0,High School,Manual,1,2,Person,Australia,New South Wales
7320,"Sun, Aimee",8-16-1937,S,F,30000,2,0,Partial College,Clerical,1,2,Person,Australia,New South Wales
7458,"White, Olivia",1-16-1950,M,F,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
7492,"Gonzalez, Michele",5-27-1957,S,F,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
7767,"Sai, Francisco",1-15-1940,M,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
7901,"Torres, Mathew",10-08-1950,M,M,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
8793,"Nara, Cristina",8-26-1957,S,F,70000,2,0,High School,Professional,0,2,Person,Australia,New South Wales
8794,"Smith, Tina",5-22-1957,S,F,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
9158,"Reed, Riley",10-10-1977,M,F,10000,0,0,High School,Manual,0,2,Person,Australia,New South Wales
9243,"Thomas, Christopher",07-07-1931,M,M,120000,5,0,Graduate Degree,Management,0,2,Person,Australia,New South Wales
9419,"Vazquez, Joe",4-13-1950,M,M,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
9451,"Tang, Edwin",02-10-1957,S,M,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
9452,"Anand, Kelli",5-15-1957,S,F,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
10206,"Vance, Denise",03-07-1966,S,F,110000,0,0,Graduate Degree,Management,0,2,Person,Australia,New South Wales
10360,"Luo, Johnny",5-27-1946,M,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
10380,"Huang, Colleen",04-08-1950,M,F,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
10381,"Sara, Candace",06-04-1950,M,F,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
10382,"Ruiz, Francis",01-02-1950,M,M,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
11003,"Chen, Kristen",08-05-1936,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
11018,"She, Sharon",12-09-1937,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
11169,"Wang, Erica",05-02-1949,M,F,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
11180,"Mehta, Abby",02-08-1954,M,F,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
11201,"Ye, Martha",3-28-1957,S,F,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
11203,"Diaz, Roberto",07-06-1957,M,M,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
11407,"Shen, Kelvin",11-12-1977,M,M,10000,0,0,High School,Manual,1,2,Person,Australia,New South Wales
11914,"Lu, Valerie",12-25-1969,S,F,120000,1,0,Graduate Degree,Management,1,2,Person,Australia,New South Wales
12099,"Rubio, Pedro",1-16-1950,S,M,30000,3,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
12120,"Zhao, Gilbert",03-11-1957,S,M,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
12563,"Luo, Warren",08-12-1938,S,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
13004,"Kumar, Warren",12-20-1977,S,M,10000,0,0,High School,Manual,1,2,Person,Australia,New South Wales
13005,"Raman, César",05-02-1976,M,M,10000,0,0,High School,Manual,1,2,Person,Australia,New South Wales
13166,"Gao, Gilbert",4-23-1977,S,M,10000,0,0,High School,Manual,0,2,Person,Australia,New South Wales
13167,"Alonso, Renee",5-23-1977,S,F,10000,0,0,High School,Manual,0,2,Person,Australia,New South Wales
13250,"Howard, Jesse",3-18-1947,S,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
13251,"Suri, Carmen",7-22-1947,M,F,30000,2,0,Partial College,Clerical,1,2,Person,Australia,New South Wales
13252,"Browning, Jay",02-01-1947,S,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
13253,"Xu, Jaclyn",11-22-1947,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
13281,"Shan, Peter",10-01-1954,S,M,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
13282,"Suri, Marie",4-13-1954,S,F,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
13484,"Kapoor, Arthur",6-16-1936,S,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
13495,"Zhou, Rafael",03-05-1937,M,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
14012,"White, Taylor",08-07-1947,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
14032,"Malhotra, Kristina",11-27-1954,S,F,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
14033,"Rana, Meredith",1-17-1954,S,F,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
14034,"Zhu, Omar",11-12-1954,S,M,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
14246,"Gutierrez, Francis",2-27-1936,S,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
14562,"Zeng, Micah",2-23-1977,S,M,10000,0,0,High School,Manual,0,2,Person,Australia,New South Wales
14919,"Anand, Carly",02-10-1946,S,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
14920,"Ramos, Dana",11-03-1946,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
14922,"Shan, Colin",9-20-1947,S,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
14923,"Malhotra, Veronica",9-14-1947,S,F,30000,2,0,Partial College,Clerical,1,2,Person,Australia,New South Wales
14950,"Raman, Summer",1-18-1954,S,F,40000,3,0,Partial High School,Clerical,1,2,Person,Australia,New South Wales
15187,"Gill, Joanna",10-26-1939,S,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
15548,"Beck, Barbara",05-09-1946,S,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
15566,"Mitchell, Gabriel",5-20-1954,S,M,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
15590,"Tang, Julie",08-05-1957,S,F,70000,2,0,High School,Professional,1,2,Person,Australia,New South Wales
16470,"Gill, Anne",2-22-1946,S,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
16471,"Dominguez, Raquel",3-20-1947,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
16496,"Luo, Nina",8-24-1954,S,F,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
16498,"Rana, Johnathan",08-03-1954,S,M,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
16866,"Butler, Destiny",7-28-1977,M,F,10000,0,0,High School,Manual,1,2,Person,Australia,New South Wales
16868,"Blanco, Alberto",05-05-1976,M,M,10000,0,0,High School,Manual,1,2,Person,Australia,New South Wales
17118,"Vazquez, Craig",8-15-1954,S,M,40000,3,0,Partial High School,Clerical,0,2,Person,Australia,New South Wales
17339,"Vance, Kristi",03-05-1937,M,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
18102,"Rubio, Monique",06-08-1954,S,F,40000,3,0,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18191,"Suri, Kaitlin",08-11-1969,S,F,120000,1,0,Graduate Degree,Management,0,2,Person,Australia,New South Wales
18296,"Li, Glenn",2-25-1966,S,M,110000,0,0,Graduate Degree,Management,1,2,Person,Australia,New South Wales
18332,"Yuan, Melvin",3-15-1937,M,M,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
18333,"Goel, Shawna",08-11-1937,S,F,30000,2,0,Partial College,Clerical,0,2,Person,Australia,New South Wales
57,"Nath, Michele",04-03-1953,M,F,40000,3,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
2052,"Jones, Ethan",11-27-1954,S,M,80000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
3264,"Lal, Nina",2-24-1954,S,F,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
4171,"Martinez, Jermaine",10-21-1954,M,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
5346,"Ramos, Francis",10-24-1953,M,M,40000,3,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
5347,"Navarro, Marc",6-14-1953,M,M,40000,3,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
5349,"Raman, Roy",07-04-1954,M,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
5351,"Thompson, Fernando",2-14-1954,S,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
5353,"Gao, Tiffany",08-06-1954,S,F,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
5497,"Tang, Dawn",5-18-1954,S,F,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
6505,"Williams, Anna",5-18-1954,S,F,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
7469,"Sanchez, Joel",05-04-1953,S,M,40000,3,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
9429,"Ma, Brent",07-04-1953,M,M,40000,3,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
9430,"Gao, Curtis",4-25-1953,M,M,40000,3,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
10391,"Becker, Grant",4-16-1953,M,M,40000,3,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
11177,"Yang, Alejandro",09-10-1953,M,M,40000,3,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
11178,"Suarez, Meghan",3-25-1953,M,F,40000,3,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
11179,"Bell, Jessica",6-26-1953,M,F,40000,3,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
11181,"Srini, Joe",10-14-1954,S,M,70000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
11182,"Romero, Gary",10-21-1954,S,M,70000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
12104,"Moreno, Dwayne",02-12-1953,M,M,40000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
12107,"Yuan, Kathryn",9-17-1954,M,F,70000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
12108,"Kumar, Michele",11-09-1954,M,F,70000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
13283,"Raji, Damien",7-24-1955,M,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
14028,"Mehta, Meredith",1-15-1953,M,F,40000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
14029,"Gonzalez, Brenda",3-26-1953,M,F,40000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
14030,"Hernandez, Alberto",4-14-1953,S,M,40000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
14036,"Lin, Mandy",05-02-1955,S,F,80000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
14037,"Ye, Jenny",4-16-1955,S,F,80000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
14947,"Simon, Britta",3-23-1953,M,F,40000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
15563,"Wilson, Edward",1-24-1953,M,M,40000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
15568,"Rai, Michele",10-07-1955,S,F,80000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
15571,"Gonzales, Hunter",05-11-1955,M,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
16495,"Perez, Virginia",7-15-1953,S,F,40000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
16499,"Ruiz, Marie",12-23-1955,S,F,80000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
16500,"Kumar, Barbara",07-08-1955,M,F,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
16502,"Alonso, Darren",2-25-1955,M,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
17120,"Ma, Curtis",04-10-1955,S,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
17121,"Alvarez, Pedro",7-20-1955,S,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
18099,"Gill, Jimmy",04-10-1953,M,M,40000,2,0,Partial College,Skilled Manual,0,2,Person,Australia,New South Wales
18104,"Raji, Karl",11-08-1955,M,M,80000,2,0,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
32,"Ramos, Theresa",8-22-1947,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
34,"Nath, Jaime",9-23-1947,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
35,"Gonzalez, Ebony",6-19-1947,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
46,"Nara, Leonard",5-19-1950,S,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
47,"Yuan, Christine",3-22-1950,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
73,"Luo, Casey",02-06-1955,S,F,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
74,"Ye, Amy",8-14-1956,S,F,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
931,"Nara, Jaclyn",05-04-1947,M,F,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
947,"Saunders, Brandy",01-03-1951,S,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
948,"Zheng, Jenny",10-22-1951,S,F,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
949,"Xu, Tasha",04-10-1951,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
964,"Patterson, Antonio",6-13-1955,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
966,"She, Katie",10-19-1956,S,F,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
1022,"Yuan, Deborah",2-13-1946,S,F,10000,5,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
2024,"Raman, Dominique",2-27-1947,S,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
2038,"Pal, Terrence",4-26-1950,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
2078,"Goel, Alejandro",5-24-1956,S,M,70000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
2079,"Chande, Michele",1-22-1956,S,F,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
2983,"Chander, Clarence",3-21-1944,M,M,20000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
2984,"Collins, Logan",06-05-1944,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
2997,"Perez, Marie",09-08-1947,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
3015,"Serrano, Leslie",9-27-1951,M,F,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
3017,"Sandidge, Mary",1-14-1951,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
3032,"Suarez, Ruben",2-17-1955,M,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
3033,"Chandra, Arthur",01-07-1956,M,M,70000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
3518,"Rodriguez, Ebony",7-21-1944,M,F,20000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
3859,"Zhu, Louis",6-21-1951,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
3860,"Weber, Jarrod",03-05-1952,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
4020,"Ramos, Mary",3-28-1951,S,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
4022,"Moore, Lucas",04-12-1951,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
4426,"Sai, Tina",9-25-1944,M,F,10000,5,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
4438,"Srini, Candace",6-22-1947,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
4753,"Rodriguez, Bobby",10-02-1955,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
4755,"Xu, Crystal",6-23-1956,S,F,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
5344,"Malhotra, Joel",8-24-1951,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
5487,"Madan, Rachael",5-16-1951,M,F,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
5490,"Garcia, Frederick",07-06-1951,M,M,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
5657,"Zhang, Ronnie",05-10-1955,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
5658,"She, Alvin",3-21-1955,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
5659,"Raje, Ashlee",4-15-1955,S,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
5660,"Jones, Emily",12-03-1955,S,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
5661,"Blanco, Lee",06-03-1956,S,M,70000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
5662,"Raman, Shane",4-15-1956,S,M,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
5920,"Sullivan, Kaitlin",10-18-1944,M,F,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
5928,"Gonzalez, Rebekah",4-21-1945,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
5931,"Zhao, Kristen",07-09-1947,S,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
6485,"Carlson, Armando",11-12-1948,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
6512,"Subram, Tabitha",10-11-1955,S,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
6513,"Suri, Cesar",08-08-1956,M,M,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7446,"Li, Colin",11-21-1947,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7447,"Ramos, Larry",2-18-1947,M,M,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
7462,"Martinez, Tina",7-14-1952,M,F,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
7464,"Suri, Adriana",07-11-1952,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7465,"Suri, Toni",9-22-1952,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7483,"Nara, Sharon",9-15-1955,S,F,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
7485,"Sharma, Dustin",12-16-1955,S,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
7487,"Torres, Kari",12-06-1956,S,F,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7490,"Nara, Johnny",9-16-1956,M,M,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7886,"Ma, Cara",6-24-1948,S,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7904,"Zeng, Louis",11-27-1951,S,M,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
7929,"Prasad, Carmen",2-26-1955,M,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8677,"Gutierrez, Diana",9-15-1946,M,F,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
8749,"Prasad, Cory",6-21-1946,M,M,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
8753,"Madan, Ebony",9-26-1948,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8754,"Gao, Lisa",5-21-1948,M,F,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
8767,"Lin, Edwin",08-02-1951,M,M,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8771,"Liang, Rosa",2-23-1952,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8786,"Ramirez, Olivia",7-13-1955,M,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8790,"Munoz, Gloria",04-10-1956,M,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
8791,"Wu, Amy",10-26-1956,S,F,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
9318,"Green, Alex",5-22-1946,M,M,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
9424,"Goel, Alicia",10-10-1952,S,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
9426,"Torres, Sabrina",11-17-1952,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
9446,"Deng, Barbara",10-19-1955,M,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
9448,"Goel, Jodi",03-02-1956,S,F,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
9449,"Blanco, Jésus",2-22-1956,M,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
10361,"Gill, Orlando",11-13-1947,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
10385,"Lin, Ronnie",11-24-1951,M,M,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
10403,"King, Kevin",6-27-1956,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
11173,"Sara, Cesar",09-09-1951,M,M,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
11174,"Cai, Bianca",4-20-1952,M,F,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
11195,"Sai, Bruce",4-22-1955,S,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
11199,"Hernandez, Frank",11-14-1956,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
12013,"Carlson, Mathew",9-24-1946,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12014,"Yang, Louis",04-11-1946,M,M,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
12015,"Mehta, Cassandra",06-02-1946,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12078,"Hernandez, Marvin",10-20-1946,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12100,"Suarez, Kristi",11-05-1951,S,F,30000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
12102,"Lal, Barbara",12-18-1952,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12103,"Zeng, Barbara",07-06-1952,M,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12118,"Sanz, Bruce",2-25-1955,M,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12309,"Perry, Madison",11-08-1945,M,F,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
12310,"Chande, Latoya",7-17-1946,M,F,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12314,"Lal, Corey",12-13-1947,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
12577,"Sara, Ann",07-07-1944,M,F,10000,5,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
13229,"Xu, Terry",10-11-1944,S,M,20000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
13231,"Sharma, Andres",6-19-1944,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
13242,"Zhao, Colin",02-06-1946,S,M,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
13303,"Kapoor, Cesar",1-28-1957,M,M,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
13304,"Diaz, Megan",12-02-1957,S,F,70000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
14002,"Xu, Clayton",2-26-1944,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14052,"Cai, Suzanne",3-27-1956,S,F,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14053,"Lin, Sandra",1-24-1956,S,F,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
14054,"Andersen, Colin",8-23-1957,M,M,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14927,"Gutierrez, Larry",9-15-1948,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14946,"Guo, Brent",2-17-1952,M,M,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14959,"Ortega, Alfredo",03-11-1956,S,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
15180,"Rodriguez, Ruth",06-10-1946,S,F,10000,5,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
15549,"Suarez, Casey",05-11-1947,S,M,20000,4,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
15586,"Xu, Alejandro",7-15-1956,S,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
15588,"Johnsen, Mario",03-08-1957,S,M,70000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
15785,"Torres, Walter",10-07-1946,S,M,10000,5,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
16465,"Torres, Jacquelyn",10-18-1944,M,F,20000,3,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
16512,"Goel, Bethany",02-07-1956,S,F,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
16513,"Lopez, Joe",06-03-1956,S,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
17092,"Liang, Valerie",6-25-1944,S,F,20000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
17103,"Deng, Arturo",06-04-1948,M,M,20000,4,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
17114,"Powell, Amanda",4-13-1952,S,F,30000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
17134,"Huang, Willie",12-01-1956,S,M,80000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
17135,"Rana, Terrance",11-23-1956,M,M,80000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
17136,"Madan, Carla",05-09-1957,S,F,70000,2,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
17137,"Raje, Kelli",3-26-1957,M,F,70000,2,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
18054,"Gomez, Nelson",10-03-1944,S,M,10000,5,0,High School,Skilled Manual,0,2,Person,Australia,New South Wales
18055,"Kapoor, Abby",09-03-1944,M,F,20000,3,0,High School,Skilled Manual,1,2,Person,Australia,New South Wales
